384	36	6
385	35	25
386	28	9
387	28	13
388	14	8
389	36	9
390	40	9
391	25	8
392	95	28
393	63	23
394	7	4
395	53	13
396	0	0
397	8	4
398	5	2
399	14	8
400	31	5
401	25	2
402	23	23
403	17	10
404	38	21
405	37	11
406	43	17
407	48	16
408	251	100
409	283	114
410	91	52
411	16	5
412	19	17
413	56	15
414	109	25
415	17	16
416	42	29
417	56	33
418	2	1
419	24	18
420	57	11
421	38	11
422	40	36
423	58	12
424	113	45
425	30	22
426	70	38
427	72	50
428	71	34
429	55	42
430	7	2
431	30	22
432	101	65
433	85	41
434	47	26
435	23	8
436	16	9
437	47	13
438	97	18
439	60	32
440	48	26
441	26	10
442	2	1
443	60	45
444	41	17
445	90	32
446	10	6
447	30	10
448	1	1
449	62	31
450	57	40
451	52	38
452	12	11
453	146	68
454	6	3
455	34	17
456	69	47
457	41	30
458	69	21
459	37	25
460	10	6
461	46	31
462	63	44
463	112	25
464	55	14
465	48	33
466	95	13
467	52	35
468	43	18
469	48	28
470	18	14
471	33	14
472	58	35
473	48	12
474	24	15
475	46	30
476	37	27
477	61	9
478	14	4
479	40	27
480	68	37
481	46	27
482	20	5
483	63	19
484	30	21
485	13	2
486	16	6
487	36	29
488	22	15
489	77	40
490	30	9
491	48	29
492	28	22
493	17	5
494	65	37
495	32	13
496	14	9
497	63	35
498	29	10
499	45	34
500	96	35
501	36	22
502	41	20
503	128	14
504	98	18
505	120	45
506	25	5
507	0	0
508	81	14
509	54	17
510	579	172
511	461	162
512	90	53
513	42	9
514	64	39
515	31	18
516	53	26
517	72	31
518	13	7
519	0	0
520	172	96
521	36	16
522	43	21
523	89	46
524	35	9
525	93	44
526	9	2
527	31	18
528	136	21
529	63	42
530	102	28
531	0	0
532	54	41
533	33	18
534	3	3
535	82	49
536	168	103
537	20	8
538	14	10
539	47	25
540	37	11
541	37	22
542	37	6
543	34	12
544	64	41
545	56	26
546	28	17
547	86	15
548	14	4
549	90	59
550	12	12
551	92	57
552	41	24
553	41	24
554	29	21
555	13	4
556	40	15
557	57	35
558	9	6
559	68	42
560	17	7
561	46	20
562	20	17
563	79	45
564	46	28
565	44	11
566	91	45
567	58	31
568	22	11
569	69	40
570	26	15
571	50	9
572	74	16
573	35	15
574	82	39
575	92	42
576	7	5
577	88	42
578	79	53
579	53	33
580	35	23
581	113	48
582	38	21
583	14	3
584	35	18
585	8	2
586	37	16
587	88	50
588	96	43
589	19	11
590	29	8
591	50	36
592	40	26
593	38	14
594	67	49
595	118	61
596	134	59
597	45	13
598	88	36
599	47	40
600	37	27
601	74	29
602	54	31
603	3	3
604	57	31
605	68	41
606	32	17
607	5	2
608	50	18
609	28	10
610	12	7
611	15	8
612	1	1
613	47	12
614	22	15
615	75	43
616	4	1
617	26	13
618	36	11
619	52	23
620	14	5
621	52	12
622	38	19
623	50	26
624	39	19
625	91	35
626	38	10
627	59	24
628	71	42
629	16	7
630	25	8
631	54	25
632	76	47
633	43	28
634	147	70
635	50	34
636	17	7
637	56	28
638	52	36
639	26	20
640	31	5
641	68	37
642	32	21
643	20	9
644	77	48
645	26	13
646	25	7
647	142	52
648	11	3
649	44	23
650	78	48
651	77	43
652	9	3
653	61	47
654	2	1
655	36	24
656	3	2
657	38	29
658	2	2
659	46	27
660	20	11
661	37	24
662	407	167
663	386	162
664	22	14
665	28	21
666	12	2
667	22	15
668	27	27
669	5	5
670	8	3
671	9	5
672	36	9
673	77	53
674	109	78
675	48	38
676	92	59
677	46	31
678	15	5
679	150	74
680	64	34
681	57	43
682	47	32
683	31	27
684	43	34
685	63	46
686	21	7
687	24	15
688	93	42
689	25	3
690	71	51
691	78	38
692	90	49
693	22	5
694	98	58
695	8	4
696	72	35
697	26	18
698	9	7
699	91	54
700	38	7
701	23	6
702	60	44
703	55	34
704	114	53
705	14	7
706	54	44
707	110	75
708	93	26
709	25	6
710	157	96
711	45	9
712	61	53
713	28	5
714	55	50
715	32	24
716	96	65
717	58	33
718	29	12
719	29	26
720	50	39
721	45	35
722	66	52
723	247	121
724	66	45
725	78	24
726	30	4
727	61	44
728	84	48
729	21	13
730	49	32
731	32	22
732	7	2
733	24	6
734	13	6
735	136	78
736	15	3
737	29	11
738	140	88
739	106	57
740	36	7
741	23	3
742	97	60
743	104	60
744	87	43
745	15	7
746	27	11
747	82	61
748	4	2
749	55	35
750	107	77
751	53	32
752	111	73
753	115	76
754	71	53
755	9	5
756	80	42
757	11	2
758	59	43
759	4	4
760	45	34
761	57	27
762	27	9
763	44	21
764	52	25
765	23	6
766	15	9
767	37	4
768	42	18
769	55	32
770	43	9
771	19	6
772	4	3
773	24	4
774	42	32
775	19	9
776	5	2
777	80	52
778	117	40
779	22	5
780	35	22
781	43	23
782	4	1
783	59	18
784	18	12
785	90	50
786	54	33
787	53	41
788	47	38
789	41	6
790	72	43
791	9	3
792	44	34
793	129	40
794	13	6
795	82	55
796	78	47
797	18	9
798	26	3
799	23	18
800	105	63
801	40	31
802	115	50
803	30	8
804	73	39
805	91	55
806	7	5
807	69	52
808	86	31
809	39	22
810	44	23
811	21	3
812	73	62
813	91	26
814	483	246
815	531	261
816	485	259
817	538	256
818	84	43
819	107	90
820	196	127
821	179	117
822	33	3
823	0	0
824	59	37
825	42	34
826	179	136
827	96	57
828	129	75
829	42	30
830	120	77
831	55	50
832	34	20
833	100	70
834	41	29
835	39	19
836	35	4
837	56	18
838	69	51
839	33	15
840	55	30
841	17	10
842	39	8
843	10	7
844	79	50
845	36	30
846	78	41
847	35	8
848	56	20
849	79	6
850	111	88
851	98	66
852	48	32
853	11	7
854	200	128
855	3	2
856	66	42
857	187	117
858	52	11
859	40	23
860	1	1
861	67	63
862	13	8
863	72	11
864	34	24
865	10	7
866	38	38
867	59	44
868	5	1
869	119	90
870	65	9
871	44	30
872	139	94
873	0	0
874	0	0
875	72	11
876	38	20
877	16	11
878	3	2
879	91	26
880	23	20
881	53	37
882	5	1
883	86	30
884	8	4
885	8	3
886	89	55
887	39	31
888	44	34
889	158	62
890	119	84
891	38	11
892	105	85
893	44	36
894	12	8
895	110	92
896	1	1
897	65	28
898	41	37
899	105	60
900	162	105
901	29	28
902	0	0
903	149	88
904	56	30
905	8	5
906	172	113
907	133	64
908	37	30
909	47	35
910	17	7
911	66	8
912	25	21
913	61	31
914	1	1
915	9	7
916	28	24
917	2	1
918	84	48
919	38	7
920	37	21
921	31	7
922	180	133
923	84	65
924	64	39
925	56	34
926	79	30
927	161	65
928	10	5
929	13	12
930	44	33
931	153	101
932	33	9
933	147	106
934	37	28
935	81	36
936	68	62
937	217	140
938	179	125
939	94	10
940	35	8
941	189	64
942	69	44
943	125	40
944	19	17
945	31	23
946	32	29
947	89	50
948	126	91
949	29	20
950	9	4
951	37	10
952	88	79
953	40	19
954	77	69
955	40	27
956	58	41
957	30	13
958	39	18
959	4	2
960	121	83
961	67	53
962	54	48
963	88	55
964	20	11
965	127	99
966	31	25
967	37	26
968	50	46
969	23	16
970	22	13
971	26	24
972	56	50
973	70	65
974	87	39
975	4	2
976	49	38
977	110	68
978	44	36
979	107	80
980	49	48
981	7	6
982	95	86
983	16	8
984	1	1
985	183	115
986	60	19
987	45	40
988	15	3
989	56	43
990	172	92
991	59	36
992	13	9
993	65	47
994	67	8
995	36	23
996	69	43
997	166	117
998	3	2
999	108	86
1000	89	76
1001	49	8
1002	52	27
1003	195	84
1004	72	52
1005	31	7
1006	25	4
1007	57	39
1008	82	73
1009	36	25
1010	34	30
1011	46	27
1012	27	9
1013	26	26
1014	67	66
1015	93	39
1016	30	13
1017	54	11
1018	264	172
1019	326	217
1020	260	182
1021	269	181
1022	288	188
1023	317	193
1024	304	184
1025	274	180
1026	244	170
1027	278	183
