# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
63309.8000 A4378 2000000 2 68.8000 Street_2 Street_8 298 N Street_2->Street_1->Street_8
63333.9000 A4376 2000000 1 126.9000 Avenue_15 Street_1 297 N Avenue_15->Street_1
63338.4000 A4372 2000000 1 185.4000 Street_3 Avenue_15 296 N Street_3->Avenue_15
63350.5000 A4385 2000000 1 3.5000 Avenue_14 Avenue_17 299 N Avenue_14->Avenue_17
63402.1000 A4384 2000000 2 69.1000 Avenue_13 Avenue_11 298 N Avenue_13->Avenue_18->Avenue_11
63404.6000 A4388 2000000 1 13.6000 Street_6 Avenue_15 299 N Street_6->Avenue_15
63406.1000 A4365 2000000 1 367.1000 Street_2 Street_3 293 N Street_2->Street_3
63418.6000 A4368 2000000 2 329.6000 Avenue_12 Avenue_14 294 N Avenue_12->Avenue_18->Avenue_14
63477.0000 A4361 2000000 2 498.0000 Street_6 Street_2 291 N Street_6->Street_9->Street_2
63503.3000 A4355 2000000 5 601.3000 Avenue_19 Street_5 289 N Avenue_19->Avenue_17->Street_4->Street_7->Street_4->Street_5
63509.3000 A4393 2000000 1 42.3000 Street_4 Street_10 299 N Street_4->Street_10
63526.8000 A4390 2000000 1 108.8000 Street_10 Street_7 298 N Street_10->Street_7
63565.9000 A4353 2000000 7 686.9000 Avenue_19 Street_9 288 N Avenue_19->Avenue_17->Street_4->Street_10->Street_8->Street_7->Street_4->Street_9
63573.9000 A4391 2000000 1 138.9000 Street_5 Street_3 297 N Street_5->Street_3
63617.1000 A4360 2000000 6 650.1000 Street_6 Avenue_12 289 N Street_6->Street_7->Avenue_13->Avenue_11->Avenue_14->Avenue_17->Avenue_12
63653.9000 A4398 2000000 1 106.9000 Street_5 Street_1 298 N Street_5->Street_1
63686.5000 A4389 2000000 1 281.5000 Avenue_12 Avenue_19 295 N Avenue_12->Avenue_19
63743.6000 A4400 2000000 2 170.6000 Avenue_12 Avenue_14 297 N Avenue_12->Avenue_19->Avenue_14
63772.2000 A4395 2000000 1 275.2000 Avenue_16 Avenue_11 295 N Avenue_16->Avenue_11
63805.0000 A4409 2000000 1 113.0000 Avenue_19 Avenue_17 298 N Avenue_19->Avenue_17
63806.5000 A4405 2000000 1 165.5000 Avenue_19 Avenue_17 297 N Avenue_19->Avenue_17
63823.2000 A4351 2000000 5 981.2000 Street_8 Station1_0 283 N Street_8->Street_5->Street_1->Street_7->Street_10->Station1_0
63890.5000 A4403 2000000 1 275.5000 Street_5 Street_9 295 N Street_5->Street_9
63893.5000 A4352 2000000 5 1032.5000 Street_9 Avenue_16 282 N Street_9->Avenue_15->Avenue_18->Avenue_12->Avenue_18->Avenue_16
63932.3000 A4417 2000000 2 123.3000 Street_5 Street_6 297 N Street_5->Street_2->Street_6
63992.3000 A4424 2000000 1 79.3000 Street_6 Street_4 298 N Street_6->Street_4
64002.1000 A4399 2000000 2 440.1000 Street_1 Street_10 292 N Street_1->Street_6->Street_10
64020.0000 A4381 2000000 3 733.0000 Avenue_15 Avenue_13 287 N Avenue_15->Avenue_18->Avenue_15->Avenue_13
64042.5000 A4418 2000000 1 215.5000 Avenue_17 Street_1 296 N Avenue_17->Street_1
64044.0000 A4428 2000000 1 72.0000 Street_1 Avenue_17 298 N Street_1->Avenue_17
64054.4000 A4416 2000000 2 257.4000 Avenue_15 Street_9 295 N Avenue_15->Avenue_17->Street_9
64078.8000 A4369 2000000 6 974.8000 Street_6 Avenue_11 283 N Street_6->Street_9->Street_2->Avenue_18->Avenue_12->Avenue_18->Avenue_11
64112.5000 A4432 2000000 1 81.5000 Street_6 Street_4 298 N Street_6->Street_4
64173.3000 A4441 2000000 1 22.3000 Street_6 Street_7 299 N Street_6->Street_7
64178.4000 A4410 2000000 2 468.4000 Avenue_14 Street_1 292 N Avenue_14->Avenue_13->Street_1
64179.9000 A4401 2000000 4 596.9000 Street_8 Avenue_13 290 N Street_8->Street_5->Street_9->Street_1->Avenue_13
64233.4000 A4437 2000000 1 129.4000 Street_1 Street_9 297 N Street_1->Street_9
64274.0000 A4379 2000000 3 1016.0000 Street_9 Avenue_16 283 N Street_9->Street_1->Street_9->Avenue_16
64291.5000 A4436 2000000 1 200.5000 Street_6 Street_1 296 N Street_6->Street_1
64317.4000 A4427 2000000 1 362.4000 Avenue_20 Avenue_15 293 N Avenue_20->Avenue_15
64328.6000 A4387 2000000 3 954.6000 Street_9 Avenue_16 284 N Street_9->Street_2->Street_6->Avenue_16
64329.4000 A4375 2000000 3 1138.4000 Avenue_15 Avenue_20 281 N Avenue_15->Avenue_18->Avenue_12->Avenue_20
64377.5000 A4447 2000000 1 135.5000 Street_4 Street_10 297 N Street_4->Street_10
64396.1000 A4438 2000000 3 280.1000 Street_9 Street_10 295 N Street_9->Street_8->Street_1->Street_10
64401.2000 A4445 2000000 2 197.2000 Avenue_17 Avenue_14 296 N Avenue_17->Avenue_12->Avenue_14
64451.5000 A4345 2000000 5 1696.5000 Avenue_11 Street_5 271 N Avenue_11->Avenue_14->Avenue_18->Avenue_20->Avenue_15->Street_5
64500.4000 A4440 2000000 1 362.4000 Avenue_11 Avenue_12 293 N Avenue_11->Avenue_12
64570.0000 A4404 2000000 2 943.0000 Avenue_11 Avenue_15 284 N Avenue_11->Avenue_12->Avenue_15
64586.4000 A4429 2000000 2 599.4000 Avenue_11 Avenue_14 290 N Avenue_11->Avenue_12->Avenue_14
64590.3000 A4471 2000000 1 5.3000 Avenue_11 Avenue_19 299 N Avenue_11->Avenue_19
64607.8000 A4462 2000000 4 155.8000 Street_1 Street_9 297 N Street_1->Street_10->Street_1->Street_10->Street_9
64614.5000 A4419 2000000 3 777.5000 Avenue_12 Street_1 287 N Avenue_12->Avenue_14->Street_6->Street_1
64637.7000 A4454 2000000 4 289.7000 Street_5 Street_8 295 N Street_5->Street_1->Street_10->Street_1->Street_8
64643.9000 A4370 2000000 4 1520.9000 Street_8 Station1_0 274 N Street_8->Street_3->Street_1->Street_6->Station1_0
64645.4000 A4443 2000000 1 466.4000 Station1_0 Street_6 292 N Station1_0->Street_6
64684.8000 A4473 2000000 1 69.8000 Street_6 Street_4 298 N Street_6->Street_4
64686.3000 A4374 2000000 2 1510.3000 Station1_0 Street_4 274 N Station1_0->Street_6->Street_4
64707.2000 A4451 2000000 3 401.2000 Station1_0 Street_10 293 N Station1_0->Street_6->Street_1->Street_10
64713.8000 A4448 2000000 1 454.8000 Street_7 Avenue_11 292 N Street_7->Avenue_11
64747.8000 A4450 2000000 1 458.8000 Street_9 Street_3 292 N Street_9->Street_3
64760.2000 A4425 2000000 4 829.2000 Avenue_20 Station1_0 286 N Avenue_20->Avenue_15->Street_5->Street_4->Station1_0
64780.1000 A4476 2000000 1 112.1000 Street_7 Street_5 298 N Street_7->Street_5
64790.5000 A4392 2000000 4 1339.5000 Street_2 Avenue_12 277 N Street_2->Street_3->Street_1->Street_7->Avenue_12
64805.1000 A4456 2000000 3 434.1000 Avenue_12 Avenue_20 292 N Avenue_12->Avenue_14->Avenue_15->Avenue_20
64834.1000 A4435 2000000 5 760.1000 Street_6 Avenue_12 287 N Street_6->Street_10->Street_4->Street_8->Street_2->Avenue_12
64854.3000 A4452 2000000 5 533.3000 Street_7 Avenue_18 291 N Street_7->Street_5->Street_4->Street_1->Street_10->Avenue_18
64937.8000 A4494 2000000 1 9.8000 Street_2 Street_5 299 N Street_2->Street_5
64951.4000 A4477 2000000 2 266.4000 Avenue_19 Avenue_14 295 N Avenue_19->Avenue_13->Avenue_14
64968.0000 A4481 2000000 2 221.0000 Avenue_16 Street_5 296 N Avenue_16->Avenue_18->Street_5
64999.1000 A4408 2000000 2 1317.1000 Station1_0 Street_7 278 N Station1_0->Street_6->Street_7
65000.6000 A4484 2000000 3 212.6000 Street_2 Street_6 296 N Street_2->Street_9->Street_7->Street_6
65012.5000 A4461 2000000 4 570.5000 Avenue_15 Street_4 290 N Avenue_15->Street_9->Street_2->Street_10->Street_4
65021.8000 A4467 2000000 2 504.8000 Street_7 Avenue_15 291 N Street_7->Avenue_11->Avenue_15
65031.9000 A4468 2000000 3 495.9000 Street_9 Street_1 291 N Street_9->Street_2->Street_10->Street_1
65042.9000 A4469 2000000 4 493.9000 Avenue_14 Avenue_17 291 N Avenue_14->Avenue_15->Avenue_20->Avenue_15->Avenue_17
65044.4000 A4459 2000000 2 629.4000 Avenue_18 Avenue_15 289 N Avenue_18->Avenue_17->Avenue_15
65045.9000 A4480 2000000 1 310.9000 Avenue_17 Avenue_15 294 N Avenue_17->Avenue_15
65056.1000 A4489 2000000 1 203.1000 Street_9 Street_4 296 N Street_9->Street_4
65097.5000 A4380 2000000 5 1827.5000 Street_3 Avenue_14 269 N Street_3->Street_10->Street_9->Street_7->Avenue_11->Avenue_14
65121.3000 A4442 2000000 3 955.3000 Avenue_11 Street_1 284 N Avenue_11->Avenue_12->Street_2->Street_1
65122.8000 A4499 2000000 2 124.8000 Avenue_12 Street_1 297 N Avenue_12->Street_2->Street_1
65189.6000 A4511 2000000 1 13.6000 Avenue_18 Street_5 299 N Avenue_18->Street_5
65208.2000 A4487 2000000 3 379.2000 Avenue_20 Street_6 293 N Avenue_20->Avenue_15->Avenue_13->Street_6
65254.7000 A4466 2000000 7 752.7000 Avenue_20 Street_3 287 N Avenue_20->Avenue_18->Avenue_16->Avenue_18->Avenue_19->Street_10->Street_8->Street_3
65289.8000 A4439 2000000 5 1162.8000 Station1_0 Avenue_20 280 N Station1_0->Street_6->Street_5->Street_10->Avenue_18->Avenue_20
65308.0000 A4516 2000000 1 69.0000 Street_7 Street_9 298 N Street_7->Street_9
65368.0000 A4515 2000000 1 142.0000 Street_10 Avenue_18 297 N Street_10->Avenue_18
65470.5000 A4524 2000000 1 100.5000 Avenue_20 Street_6 298 N Avenue_20->Street_6
65473.9000 A4526 2000000 1 73.9000 Street_2 Street_5 298 N Street_2->Street_5
65501.3000 A4533 2000000 1 7.3000 Street_6 Avenue_18 299 N Street_6->Avenue_18
65578.3000 A4475 2000000 4 928.3000 Avenue_12 Avenue_11 284 N Avenue_12->Street_2->Avenue_18->Street_2->Avenue_11
65613.8000 A4522 2000000 1 275.8000 Street_2 Street_7 295 N Street_2->Street_7
65652.7000 A4496 2000000 1 694.7000 Avenue_16 Avenue_20 288 N Avenue_16->Avenue_20
65654.2000 A4488 2000000 1 813.2000 Avenue_20 Avenue_16 286 N Avenue_20->Avenue_16
65660.2000 A4535 2000000 1 139.2000 Avenue_20 Avenue_13 297 N Avenue_20->Avenue_13
65683.0000 A4512 2000000 3 496.0000 Street_5 Street_6 291 N Street_5->Street_10->Street_9->Street_6
65684.5000 A4509 2000000 3 537.5000 Street_4 Street_6 291 N Street_4->Street_5->Street_9->Street_6
65699.7000 A4519 2000000 2 411.7000 Avenue_20 Avenue_11 293 N Avenue_20->Avenue_18->Avenue_11
65743.0000 A4493 2000000 4 833.0000 Avenue_18 Station1_0 286 N Avenue_18->Street_3->Street_1->Street_9->Station1_0
65762.9000 A4505 2000000 4 674.9000 Avenue_11 Street_8 288 N Avenue_11->Avenue_14->Avenue_17->Avenue_18->Street_8
65918.4000 A4559 2000000 1 28.4000 Street_7 Street_4 299 N Street_7->Street_4
65956.7000 A4557 2000000 1 96.7000 Street_2 Street_7 298 N Street_2->Street_7
65978.2000 A4564 2000000 1 16.2000 Street_5 Street_4 299 N Street_5->Street_4
65983.1000 A4565 2000000 1 5.1000 Street_10 Street_3 299 N Street_10->Street_3
65990.9000 A4566 2000000 1 2.9000 Street_10 Street_6 299 N Street_10->Street_6
66099.2000 A4561 2000000 1 179.2000 Street_1 Street_3 297 N Street_1->Street_3
66124.8000 A4545 2000000 3 437.8000 Avenue_16 Avenue_11 292 N Avenue_16->Avenue_19->Avenue_20->Avenue_11
66126.3000 A4531 2000000 3 654.3000 Street_9 Avenue_20 289 N Street_9->Street_10->Avenue_11->Avenue_20
66149.8000 A4556 2000000 1 302.8000 Avenue_16 Avenue_19 294 N Avenue_16->Avenue_19
66160.1000 A4571 2000000 1 94.1000 Street_3 Street_7 298 N Street_3->Street_7
66197.0000 A4538 2000000 3 624.0000 Avenue_15 Street_3 289 N Avenue_15->Avenue_11->Street_8->Street_3
66222.3000 A4553 2000000 1 415.3000 Street_1 Street_8 293 N Street_1->Street_8
66222.8000 A4549 2000000 4 480.8000 Avenue_16 Avenue_12 291 N Avenue_16->Avenue_19->Avenue_20->Avenue_11->Avenue_12
66224.3000 A4554 2000000 2 405.3000 Avenue_14 Avenue_11 293 N Avenue_14->Avenue_12->Avenue_11
66225.8000 A4551 2000000 2 446.8000 Avenue_14 Avenue_11 292 N Avenue_14->Avenue_12->Avenue_11
66249.0000 A4537 2000000 1 694.0000 Avenue_18 Avenue_19 288 N Avenue_18->Avenue_19
66250.5000 A4573 2000000 1 156.5000 Avenue_18 Avenue_19 297 N Avenue_18->Avenue_19
66294.1000 A4543 2000000 3 640.1000 Avenue_19 Street_9 289 N Avenue_19->Avenue_20->Street_2->Street_9
66298.1000 A4572 2000000 2 215.1000 Street_10 Street_5 296 N Street_10->Street_9->Street_5
66299.6000 A4523 2000000 4 947.6000 Avenue_16 Street_9 284 N Avenue_16->Avenue_19->Avenue_17->Avenue_15->Street_9
66325.3000 A4548 2000000 3 595.3000 Avenue_16 Street_10 290 N Avenue_16->Avenue_20->Street_2->Street_10
66383.0000 A4587 2000000 1 72.0000 Avenue_15 Avenue_12 298 N Avenue_15->Avenue_12
66399.0000 A4582 2000000 1 166.0000 Street_3 Street_4 297 N Street_3->Street_4
66400.5000 A4592 2000000 1 6.5000 Street_3 Street_4 299 N Street_3->Street_4
66402.3000 A4569 2000000 2 370.3000 Avenue_12 Street_7 293 N Avenue_12->Avenue_11->Street_7
66411.7000 A4540 2000000 2 801.7000 Street_4 Street_9 286 N Street_4->Street_8->Street_9
66429.1000 A4497 2000000 2 1457.1000 Street_3 Avenue_16 275 N Street_3->Avenue_18->Avenue_16
66498.2000 A4580 2000000 1 294.2000 Street_4 Avenue_17 295 N Street_4->Avenue_17
66499.7000 A4525 2000000 3 1111.7000 Station1_0 Avenue_17 281 N Station1_0->Street_2->Street_4->Avenue_17
66517.0000 A4579 2000000 3 330.0000 Street_7 Avenue_17 294 N Street_7->Avenue_15->Avenue_13->Avenue_17
66529.7000 A4528 2000000 3 1097.7000 Street_4 Avenue_14 281 N Street_4->Street_5->Street_10->Avenue_14
66531.2000 A4594 2000000 1 110.2000 Street_10 Avenue_14 298 N Street_10->Avenue_14
66532.7000 A4601 2000000 1 11.7000 Street_10 Avenue_17 299 N Street_10->Avenue_17
66534.2000 A4576 2000000 1 395.2000 Street_10 Avenue_17 293 N Street_10->Avenue_17
66544.3000 A4546 2000000 4 840.3000 Street_4 Avenue_12 285 N Street_4->Street_3->Street_10->Street_8->Avenue_12
66560.6000 A4590 2000000 1 194.6000 Street_4 Avenue_12 296 N Street_4->Avenue_12
66567.5000 A4513 2000000 3 1362.5000 Avenue_16 Street_3 277 N Avenue_16->Avenue_13->Avenue_17->Street_3
66601.8000 A4597 2000000 2 139.8000 Street_5 Street_10 297 N Street_5->Street_9->Street_10
66603.3000 A4585 2000000 3 322.3000 Street_1 Street_10 294 N Street_1->Street_3->Street_9->Street_10
66623.7000 A4583 2000000 2 371.7000 Street_8 Street_2 293 N Street_8->Avenue_17->Street_2
66704.3000 A4596 2000000 2 255.3000 Street_7 Street_5 295 N Street_7->Street_4->Street_5
66764.3000 A4612 2000000 1 77.3000 Avenue_13 Avenue_14 298 N Avenue_13->Avenue_14
66780.8000 A4518 2000000 8 1507.8000 Street_1 Avenue_19 274 N Street_1->Street_9->Street_6->Street_8->Street_3->Street_4->Avenue_11->Avenue_13->Avenue_19
66799.3000 A4614 2000000 1 76.3000 Street_8 Street_4 298 N Street_8->Street_4
66826.7000 A4581 2000000 4 605.7000 Street_7 Street_2 289 N Street_7->Avenue_15->Avenue_13->Street_10->Street_2
66852.1000 A4560 2000000 2 945.1000 Avenue_18 Avenue_17 284 N Avenue_18->Avenue_19->Avenue_17
66866.7000 A4604 2000000 2 298.7000 Avenue_12 Street_7 295 N Avenue_12->Street_3->Street_7
66871.2000 A4618 2000000 1 88.2000 Street_6 Street_2 298 N Street_6->Street_2
66876.8000 A4611 2000000 1 204.8000 Avenue_17 Avenue_20 296 N Avenue_17->Avenue_20
66889.0000 A4532 2000000 5 1406.0000 Avenue_14 Avenue_15 276 N Avenue_14->Avenue_12->Avenue_11->Avenue_13->Avenue_14->Avenue_15
66998.5000 A4620 2000000 1 180.5000 Street_5 Street_1 296 N Street_5->Street_1
67016.2000 A4633 2000000 1 2.2000 Avenue_19 Avenue_12 299 N Avenue_19->Avenue_12
67110.4000 A4636 2000000 2 56.4000 Avenue_17 Avenue_12 299 N Avenue_17->Avenue_13->Avenue_12
67168.1000 A4627 2000000 4 248.1000 Street_2 Street_5 295 N Street_2->Street_4->Street_1->Street_9->Street_5
67202.0000 A4605 2000000 3 618.0000 Street_3 Avenue_20 289 N Street_3->Street_7->Avenue_18->Avenue_20
67210.5000 A4626 2000000 2 308.5000 Avenue_18 Street_5 294 N Avenue_18->Avenue_17->Street_5
67230.2000 A4609 2000000 3 590.2000 Avenue_16 Street_10 290 N Avenue_16->Avenue_18->Avenue_17->Street_10
67231.7000 A4574 2000000 5 1119.7000 Avenue_11 Street_10 281 N Avenue_11->Avenue_20->Avenue_11->Avenue_18->Avenue_17->Street_10
67238.8000 A4648 2000000 1 6.8000 Street_8 Street_1 299 N Street_8->Street_1
67257.5000 A4616 2000000 4 502.5000 Street_1 Avenue_13 291 N Street_1->Street_9->Street_1->Street_5->Avenue_13
67260.3000 A4578 2000000 6 1087.3000 Street_8 Avenue_20 281 N Street_8->Street_9->Street_1->Street_6->Street_2->Street_8->Avenue_20
67261.8000 A4555 2000000 5 1425.8000 Street_6 Avenue_20 276 N Street_6->Street_3->Street_8->Street_2->Street_8->Avenue_20
67267.1000 A4629 2000000 1 314.1000 Station1_0 Street_9 294 N Station1_0->Street_9
67306.5000 A4598 2000000 4 833.5000 Street_1 Avenue_14 286 N Street_1->Street_6->Street_2->Street_8->Avenue_14
67319.5000 A4634 2000000 2 287.5000 Avenue_16 Avenue_11 295 N Avenue_16->Avenue_15->Avenue_11
67339.3000 A4652 2000000 2 51.3000 Street_5 Avenue_20 299 N Street_5->Street_8->Avenue_20
67344.4000 A4619 2000000 4 544.4000 Street_6 Avenue_16 290 N Street_6->Street_2->Street_8->Avenue_14->Avenue_16
67361.0000 A4644 2000000 1 191.0000 Street_10 Avenue_13 296 N Street_10->Avenue_13
67367.1000 A4642 2000000 2 219.1000 Street_3 Street_8 296 N Street_3->Street_4->Street_8
67368.7000 A4653 2000000 1 64.7000 Avenue_13 Avenue_16 298 N Avenue_13->Avenue_16
67460.2000 A4640 2000000 5 345.2000 Street_1 Street_2 294 N Street_1->Street_5->Avenue_14->Avenue_16->Street_1->Street_2
67465.7000 A4641 2000000 2 336.7000 Station1_0 Avenue_16 294 N Station1_0->Street_9->Avenue_16
67484.6000 A4651 2000000 1 212.6000 Avenue_18 Avenue_19 296 N Avenue_18->Avenue_19
67507.6000 A4654 2000000 2 185.6000 Avenue_16 Street_4 296 N Avenue_16->Street_1->Street_4
67562.7000 A4670 2000000 1 23.7000 Street_4 Street_3 299 N Street_4->Street_3
67588.5000 A4668 2000000 1 76.5000 Street_10 Street_6 298 N Street_10->Street_6
67594.3000 A4659 2000000 1 206.3000 Street_5 Street_7 296 N Street_5->Street_7
67595.8000 A4657 2000000 1 232.8000 Street_7 Street_5 296 N Street_7->Street_5
67618.5000 A4661 2000000 2 197.5000 Avenue_12 Street_3 296 N Avenue_12->Avenue_11->Street_3
67623.0000 A4655 2000000 2 285.0000 Street_10 Street_2 295 N Street_10->Street_6->Street_2
67627.5000 A4638 2000000 2 547.5000 Street_2 Street_10 290 N Street_2->Street_9->Street_10
67633.3000 A4622 2000000 5 788.3000 Avenue_16 Avenue_20 286 N Avenue_16->Avenue_14->Avenue_13->Avenue_18->Avenue_13->Avenue_20
67710.8000 A4658 2000000 1 334.8000 Street_8 Street_10 294 N Street_8->Street_10
67806.3000 A4656 2000000 1 456.3000 Avenue_15 Avenue_17 292 N Avenue_15->Avenue_17
67858.0000 A4600 2000000 8 1356.0000 Street_9 Avenue_11 277 N Street_9->Street_4->Street_9->Street_6->Street_4->Street_2->Avenue_16->Street_6->Avenue_11
67859.5000 A4666 2000000 4 373.5000 Street_6 Avenue_11 293 N Street_6->Street_2->Avenue_16->Street_6->Avenue_11
67876.4000 A4685 2000000 1 114.4000 Street_2 Street_5 298 N Street_2->Street_5
67894.3000 A4672 2000000 2 326.3000 Street_9 Avenue_15 294 N Street_9->Street_1->Avenue_15
67912.7000 A4650 2000000 4 653.7000 Avenue_11 Street_8 289 N Avenue_11->Avenue_12->Avenue_11->Street_9->Street_8
67929.5000 A4649 2000000 5 680.5000 Street_7 Avenue_19 288 N Street_7->Street_2->Avenue_16->Street_6->Avenue_13->Avenue_19
67933.1000 A4675 2000000 4 324.1000 Avenue_12 Avenue_15 294 N Avenue_12->Avenue_11->Avenue_13->Avenue_11->Avenue_15
67957.1000 A4646 2000000 7 758.1000 Street_1 Avenue_11 287 N Street_1->Street_5->Street_8->Avenue_20->Avenue_16->Street_2->Street_10->Avenue_11
67989.9000 A4690 2000000 1 148.9000 Street_6 Street_10 297 N Street_6->Street_10
68081.9000 A4645 2000000 4 896.9000 Street_3 Avenue_18 285 N Street_3->Street_10->Street_6->Street_7->Avenue_18
68124.5000 A4699 2000000 1 143.5000 Avenue_17 Avenue_14 297 N Avenue_17->Avenue_14
68151.7000 A4707 2000000 1 56.7000 Avenue_11 Avenue_20 299 N Avenue_11->Avenue_20
68169.6000 A4701 2000000 1 160.6000 Avenue_14 Avenue_19 297 N Avenue_14->Avenue_19
68297.6000 A4700 2000000 1 300.6000 Avenue_12 Avenue_19 294 N Avenue_12->Avenue_19
68302.2000 A4491 2000000 10 3429.2000 Avenue_15 Street_7 242 N Avenue_15->Avenue_17->Avenue_18->Avenue_19->Avenue_17->Avenue_15->Avenue_13->Avenue_20->Street_1->Street_8->Street_7
68347.0000 A4705 2000000 3 283.0000 Avenue_11 Street_6 295 N Avenue_11->Avenue_18->Street_8->Street_6
68368.0000 A4715 2000000 1 151.0000 Street_10 Street_6 297 N Street_10->Street_6
68372.1000 A4679 2000000 3 698.1000 Avenue_12 Street_8 288 N Avenue_12->Avenue_13->Avenue_17->Street_8
68372.9000 A4693 2000000 3 484.9000 Avenue_20 Avenue_16 291 N Avenue_20->Avenue_14->Avenue_12->Avenue_16
68385.5000 A4720 2000000 1 87.5000 Street_9 Street_4 298 N Street_9->Street_4
68426.5000 A4729 2000000 1 20.5000 Street_3 Avenue_17 299 N Street_3->Avenue_17
68429.2000 A4694 2000000 3 526.2000 Avenue_11 Avenue_13 291 N Avenue_11->Avenue_20->Avenue_11->Avenue_13
68525.4000 A4691 2000000 3 667.4000 Street_8 Avenue_14 288 N Street_8->Street_5->Street_1->Avenue_14
68566.3000 A4667 2000000 6 1066.3000 Street_4 Avenue_17 282 N Street_4->Street_5->Avenue_11->Avenue_20->Street_1->Street_10->Avenue_17
68567.8000 A4739 2000000 1 15.8000 Avenue_17 Street_10 299 N Avenue_17->Street_10
68591.3000 A4724 2000000 1 248.3000 Avenue_18 Avenue_11 295 N Avenue_18->Avenue_11
68597.1000 A4660 2000000 5 1194.1000 Street_1 Station1_0 280 N Street_1->Avenue_20->Street_1->Street_8->Street_7->Station1_0
68619.3000 A4734 2000000 1 149.3000 Street_4 Street_3 297 N Street_4->Street_3
68640.0000 A4726 2000000 1 277.0000 Street_2 Avenue_15 295 N Street_2->Avenue_15
68665.6000 A4706 2000000 4 582.6000 Avenue_15 Avenue_14 290 N Avenue_15->Avenue_20->Avenue_19->Avenue_20->Avenue_14
68667.1000 A4747 2000000 1 12.1000 Avenue_14 Avenue_20 299 N Avenue_14->Avenue_20
68676.6000 A4717 2000000 1 425.6000 Street_4 Street_8 292 N Street_4->Street_8
68677.6000 A4733 2000000 2 222.6000 Avenue_19 Avenue_14 296 N Avenue_19->Avenue_13->Avenue_14
68679.1000 A4712 2000000 4 513.1000 Avenue_11 Avenue_14 291 N Avenue_11->Avenue_13->Avenue_19->Avenue_13->Avenue_14
68704.9000 A4686 2000000 5 925.9000 Street_4 Avenue_12 284 N Street_4->Street_10->Street_3->Avenue_14->Avenue_20->Avenue_12
68736.5000 A4740 2000000 1 173.5000 Avenue_16 Avenue_14 297 N Avenue_16->Avenue_14
68777.2000 A4731 2000000 1 344.2000 Street_5 Avenue_15 294 N Street_5->Avenue_15
68843.4000 A4748 2000000 1 170.4000 Street_9 Street_4 297 N Street_9->Street_4
68862.7000 A4749 2000000 2 174.7000 Avenue_20 Avenue_19 297 N Avenue_20->Avenue_14->Avenue_19
68871.8000 A4757 2000000 1 55.8000 Street_4 Street_9 299 N Street_4->Street_9
68916.4000 A4738 2000000 2 380.4000 Street_5 Avenue_18 293 N Street_5->Avenue_17->Avenue_18
68934.0000 A4755 2000000 1 143.0000 Avenue_15 Street_9 297 N Avenue_15->Street_9
69015.7000 A4759 2000000 1 161.7000 Street_7 Street_8 297 N Street_7->Street_8
69017.7000 A4761 2000000 2 129.7000 Street_8 Street_9 297 N Street_8->Street_6->Street_9
69085.7000 A4767 2000000 2 121.7000 Avenue_15 Street_8 297 N Avenue_15->Street_1->Street_8
69119.2000 A4771 2000000 1 91.2000 Avenue_13 Avenue_18 298 N Avenue_13->Avenue_18
69119.8000 A4716 2000000 4 884.8000 Street_3 Avenue_19 285 N Street_3->Street_8->Street_10->Street_4->Avenue_19
69122.2000 A4735 2000000 5 635.2000 Avenue_13 Street_6 289 N Avenue_13->Avenue_19->Avenue_13->Avenue_20->Avenue_13->Street_6
69123.7000 A4697 2000000 8 1169.7000 Avenue_16 Street_6 280 N Avenue_16->Avenue_13->Avenue_14->Avenue_12->Avenue_19->Avenue_13->Avenue_20->Avenue_13->Street_6
69145.4000 A4750 2000000 1 442.4000 Street_6 Avenue_18 292 N Street_6->Avenue_18
69148.9000 A4736 2000000 5 643.9000 Street_5 Avenue_19 289 N Street_5->Street_2->Street_10->Avenue_15->Street_9->Avenue_19
69158.5000 A4774 2000000 1 84.5000 Avenue_19 Street_6 298 N Avenue_19->Street_6
69166.0000 A4778 2000000 2 32.0000 Street_2 Street_9 299 N Street_2->Street_7->Street_9
69206.9000 A4745 2000000 6 576.9000 Avenue_20 Street_3 290 N Avenue_20->Avenue_18->Avenue_13->Avenue_19->Avenue_13->Avenue_18->Street_3
69252.1000 A4775 2000000 1 161.1000 Street_3 Street_8 297 N Street_3->Street_8
69291.7000 A4695 2000000 10 1371.7000 Street_10 Avenue_17 277 N Street_10->Avenue_11->Avenue_20->Avenue_11->Avenue_13->Avenue_19->Avenue_13->Avenue_20->Avenue_14->Avenue_13->Avenue_17
69325.8000 A4776 2000000 1 220.8000 Street_9 Avenue_18 296 N Street_9->Avenue_18
69344.6000 A4777 2000000 3 223.6000 Street_2 Street_1 296 N Street_2->Street_7->Street_6->Street_1
69353.4000 A4762 2000000 1 455.4000 Avenue_19 Avenue_15 292 N Avenue_19->Avenue_15
69361.2000 A4769 2000000 4 361.2000 Street_6 Street_2 293 N Street_6->Avenue_18->Street_3->Street_10->Street_2
69434.1000 A4786 2000000 1 179.1000 Street_9 Avenue_17 297 N Street_9->Avenue_17
69439.2000 A4788 2000000 1 154.2000 Avenue_19 Avenue_17 297 N Avenue_19->Avenue_17
69440.7000 A4752 2000000 1 699.7000 Avenue_17 Avenue_19 288 N Avenue_17->Avenue_19
69446.0000 A4799 2000000 1 14.0000 Street_3 Avenue_15 299 N Street_3->Avenue_15
